0.,0.00001,0
0.,0.00201,0
0.,0.00401,0
0.,0.00601,0
0.,0.00801,0
0.,0.01001,0
0.,0.01201,0
0.,0.01401,0
0.,0.01601,0
0.,0.01801,0
0.,0.02001,0
0.,0.02201,0
0.,0.02401,0
0.,0.026010000000000002,0
0.,0.02801,0
0.,0.03001,0
0.,0.032010000000000004,0
0.,0.034010000000000006,0
0.,0.03601000000000001,0
0.,0.03801,0
0.,0.040010000000000004,0
0.,0.042010000000000006,0
0.,0.04401,0
0.,0.04601,0
0.,0.048010000000000004,0
0.,0.050010000000000006,0
0.,0.05201000000000001,0
0.,0.05401,0
0.,0.056010000000000004,0
0.,0.058010000000000006,0
0.,0.06001,0
0.,0.06201,0
0.,0.06401,0
0.,0.06601,0
0.,0.06801,0
0.,0.07001,0
0.,0.07201,0
0.,0.07400999999999999,0
0.,0.07601,0
0.,0.07801,0
0.,0.08001,0
0.,0.08201,0
0.,0.08401,0
0.,0.08601,0
0.,0.08800999999999999,0
0.,0.09000999999999999,0
0.,0.09201,0
0.,0.09401,0
0.,0.09601,0
0.,0.09801,0
0.,0.10001,0
0.,0.10201,0
0.,0.10401,0
0.,0.10601,0
0.,0.10801,0
0.,0.11001,0
0.,0.11201,0
0.,0.11401,0
0.,0.11601,0
0.,0.11801,0
0.,0.12000999999999999,0
0.,0.12201,0
0.,0.12401,0
0.,0.12601,0
0.,0.12801,0
0.,0.13001000000000001,0
0.,0.13201000000000002,0
0.,0.13401000000000002,0
0.,0.13601000000000002,0
0.,0.13801000000000002,0
0.,0.14001000000000002,0
0.,0.14201000000000003,0
0.,0.14401000000000003,0
0.,0.14601,0
0.,0.14801,0
0.,0.15001,0
0.,0.15201,0
0.,0.15401,0
0.,0.15601,0
0.,0.15801,0
0.,0.16001,0
0.,0.16201000000000002,0
0.,0.16401000000000002,0
0.,0.16601000000000002,0
0.,0.16801000000000002,0
0.,0.17001000000000002,0
0.,0.17201000000000002,0
0.,0.17401000000000003,0
0.,0.17601,0
0.,0.17801,0
0.,0.18001,0
0.,0.18201,0
0.,0.18401,0
0.,0.18601,0
0.,0.18801,0
0.,0.19001,0
0.,0.19201000000000001,0
0.,0.19401000000000002,0
0.,0.19601000000000002,0
0.,0.19801000000000002,0
0.01,0.00001,1
0.01,0.00201,0
0.01,0.00401,0
0.01,0.00601,0
0.01,0.00801,0
0.01,0.01001,0
0.01,0.01201,0
0.01,0.01401,0
0.01,0.01601,0
0.01,0.01801,0
0.01,0.02001,0
0.01,0.02201,0
0.01,0.02401,0
0.01,0.026010000000000002,0
0.01,0.02801,0
0.01,0.03001,0
0.01,0.032010000000000004,0
0.01,0.034010000000000006,0
0.01,0.03601000000000001,0
0.01,0.03801,0
0.01,0.040010000000000004,0
0.01,0.042010000000000006,0
0.01,0.04401,0
0.01,0.04601,0
0.01,0.048010000000000004,0
0.01,0.050010000000000006,0
0.01,0.05201000000000001,0
0.01,0.05401,0
0.01,0.056010000000000004,0
0.01,0.058010000000000006,0
0.01,0.06001,0
0.01,0.06201,0
0.01,0.06401,0
0.01,0.06601,0
0.01,0.06801,0
0.01,0.07001,0
0.01,0.07201,0
0.01,0.07400999999999999,0
0.01,0.07601,0
0.01,0.07801,0
0.01,0.08001,0
0.01,0.08201,0
0.01,0.08401,0
0.01,0.08601,0
0.01,0.08800999999999999,0
0.01,0.09000999999999999,0
0.01,0.09201,0
0.01,0.09401,0
0.01,0.09601,0
0.01,0.09801,0
0.01,0.10001,0
0.01,0.10201,0
0.01,0.10401,0
0.01,0.10601,0
0.01,0.10801,0
0.01,0.11001,0
0.01,0.11201,0
0.01,0.11401,0
0.01,0.11601,0
0.01,0.11801,0
0.01,0.12000999999999999,0
0.01,0.12201,0
0.01,0.12401,0
0.01,0.12601,0
0.01,0.12801,0
0.01,0.13001000000000001,0
0.01,0.13201000000000002,0
0.01,0.13401000000000002,0
0.01,0.13601000000000002,0
0.01,0.13801000000000002,0
0.01,0.14001000000000002,0
0.01,0.14201000000000003,0
0.01,0.14401000000000003,0
0.01,0.14601,0
0.01,0.14801,0
0.01,0.15001,0
0.01,0.15201,0
0.01,0.15401,0
0.01,0.15601,0
0.01,0.15801,0
0.01,0.16001,0
0.01,0.16201000000000002,0
0.01,0.16401000000000002,0
0.01,0.16601000000000002,0
0.01,0.16801000000000002,0
0.01,0.17001000000000002,0
0.01,0.17201000000000002,0
0.01,0.17401000000000003,0
0.01,0.17601,0
0.01,0.17801,0
0.01,0.18001,0
0.01,0.18201,0
0.01,0.18401,0
0.01,0.18601,0
0.01,0.18801,0
0.01,0.19001,0
0.01,0.19201000000000001,0
0.01,0.19401000000000002,0
0.01,0.19601000000000002,0
0.01,0.19801000000000002,0
0.02,0.00001,1
0.02,0.00201,0
0.02,0.00401,0
0.02,0.00601,0
0.02,0.00801,0
0.02,0.01001,0
0.02,0.01201,0
0.02,0.01401,0
0.02,0.01601,0
0.02,0.01801,0
0.02,0.02001,0
0.02,0.02201,0
0.02,0.02401,0
0.02,0.026010000000000002,0
0.02,0.02801,0
0.02,0.03001,0
0.02,0.032010000000000004,0
0.02,0.034010000000000006,0
0.02,0.03601000000000001,0
0.02,0.03801,0
0.02,0.040010000000000004,0
0.02,0.042010000000000006,0
0.02,0.04401,0
0.02,0.04601,0
0.02,0.048010000000000004,0
0.02,0.050010000000000006,0
0.02,0.05201000000000001,0
0.02,0.05401,0
0.02,0.056010000000000004,0
0.02,0.058010000000000006,0
0.02,0.06001,0
0.02,0.06201,0
0.02,0.06401,0
0.02,0.06601,0
0.02,0.06801,0
0.02,0.07001,0
0.02,0.07201,0
0.02,0.07400999999999999,0
0.02,0.07601,0
0.02,0.07801,0
0.02,0.08001,0
0.02,0.08201,0
0.02,0.08401,0
0.02,0.08601,0
0.02,0.08800999999999999,0
0.02,0.09000999999999999,0
0.02,0.09201,0
0.02,0.09401,0
0.02,0.09601,0
0.02,0.09801,0
0.02,0.10001,0
0.02,0.10201,0
0.02,0.10401,0
0.02,0.10601,0
0.02,0.10801,0
0.02,0.11001,0
0.02,0.11201,0
0.02,0.11401,0
0.02,0.11601,0
0.02,0.11801,0
0.02,0.12000999999999999,0
0.02,0.12201,0
0.02,0.12401,0
0.02,0.12601,0
0.02,0.12801,0
0.02,0.13001000000000001,0
0.02,0.13201000000000002,0
0.02,0.13401000000000002,0
0.02,0.13601000000000002,0
0.02,0.13801000000000002,0
0.02,0.14001000000000002,0
0.02,0.14201000000000003,0
0.02,0.14401000000000003,0
0.02,0.14601,0
0.02,0.14801,0
0.02,0.15001,0
0.02,0.15201,0
0.02,0.15401,0
0.02,0.15601,0
0.02,0.15801,0
0.02,0.16001,0
0.02,0.16201000000000002,0
0.02,0.16401000000000002,0
0.02,0.16601000000000002,0
0.02,0.16801000000000002,0
0.02,0.17001000000000002,0
0.02,0.17201000000000002,0
0.02,0.17401000000000003,0
0.02,0.17601,0
0.02,0.17801,0
0.02,0.18001,0
0.02,0.18201,0
0.02,0.18401,0
0.02,0.18601,0
0.02,0.18801,0
0.02,0.19001,0
